,Dishes,sum_Energy,sum_Protein,sum_TotalFat,sum_SaturatedFat,sum_TransFat,sum_Carbohydrate,sum_Sugars,sum_Sodium,Types
108,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Herbs_Chicken_Breast",471,54.5,14.1,2.5,0,31.4,2.8,1538,"Meat,Wrap"
109,"Basil_&_Garlic_Chicken_Breast,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",678,63.3,25.799999999999997,2.5,0,48.1,5.0,1619,"Meat,Wrap"
110,"Caesar_Chicken_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Herbs_Chicken_Breast",548,63.0,17.5,3.5,0,34.5,3.0,1419,"Meat,Wrap"
111,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",484,51.5,20.700000000000003,4.8,0,22.799999999999997,3.7,1407,"Meat,Sandwich"
112,"Ham_Cheese_&_Pickle_Sandwich,Basil_&_Garlic_Chicken_Breast,Herbs_Chicken_Breast",428,50.8,13.1,3.2,0,26.6,4.5,1466,"Meat,Sandwich"
113,"Basil_&_Garlic_Chicken_Breast,Super_Club_Sandwich,Herbs_Chicken_Breast",396,49.7,11.5,2.4,0,23.4,3.2,1313,"Meat,Sandwich"
114,"Basil_&_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",454,52.0,15.2,2.4,0,27.1,2.1,1387,"Meat,Sandwich"
115,"Basil_&_Garlic_Chicken_Breast,Herbs_Chicken_Breast,Chef_Salad",368,49.1,13.4,1.6,0,12.399999999999999,2.1,1259,"Meat,Salad"
116,"Chicken_Caesar_Salad,Basil_&_Garlic_Chicken_Breast,Herbs_Chicken_Breast",357,51.5,12.6,1.6,0,9.299999999999999,2.7,1246,"Meat,Salad"
117,"Sweet_Pepper_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Herbs_Chicken_Breast",335,62.2,4.9,0.0,0,10.5,1.5,1721,Meat
118,"Peking_Duck_Cold_Wrap,Black_Pepper_Chicken_Breast,Herbs_Chicken_Breast",415,49.3,9.1,2.4,0,33.900000000000006,5.1,1924,"Meat,Wrap"
119,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Black_Pepper_Chicken_Breast,Herbs_Chicken_Breast",458,53.0,13.9,2.0,0,30.1,1.8,1692,"Meat,Wrap"
120,"Black_Pepper_Chicken_Breast,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",665,61.8,25.599999999999998,2.0,0,46.8,4.0,1773,"Meat,Wrap"
121,"Caesar_Chicken_Cold_Wrap,Black_Pepper_Chicken_Breast,Herbs_Chicken_Breast",535,61.5,17.3,3.0,0,33.2,2.0,1573,"Meat,Wrap"
122,"Bacon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast,Herbs_Chicken_Breast",471,50.0,20.5,4.3,0,21.5,2.7,1561,"Meat,Sandwich"
123,"Ham_Cheese_&_Pickle_Sandwich,Black_Pepper_Chicken_Breast,Herbs_Chicken_Breast",415,49.3,12.9,2.7,0,25.3,3.5,1620,"Meat,Sandwich"
124,"Black_Pepper_Chicken_Breast,Herbs_Chicken_Breast,Super_Club_Sandwich",383,48.2,11.3,1.9,0,22.1,2.2,1467,"Meat,Sandwich"
125,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast,Herbs_Chicken_Breast",441,50.5,15.0,1.9,0,25.8,1.1,1541,"Meat,Sandwich"
126,"Chef_Salad,Black_Pepper_Chicken_Breast,Herbs_Chicken_Breast",355,47.6,13.200000000000001,1.1,0,11.100000000000001,1.1,1413,"Meat,Salad"
127,"Chicken_Caesar_Salad,Black_Pepper_Chicken_Breast,Herbs_Chicken_Breast",344,50.0,12.4,1.1,0,8.0,1.7,1400,"Meat,Salad"
128,"Sweet_Pepper_Garlic_Chicken_Breast,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",434,51.599999999999994,9.6,2.4,0,35.400000000000006,6.6,1849,"Meat,Wrap"
129,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Herbs_Chicken_Breast",477,55.3,14.4,2.0,0,31.6,3.3,1617,"Meat,Wrap"
130,"Sweet_Pepper_Garlic_Chicken_Breast,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",684,64.1,26.099999999999998,2.0,0,48.3,5.5,1698,"Meat,Wrap"
131,"Caesar_Chicken_Cold_Wrap,Sweet_Pepper_Garlic_Chicken_Breast,Herbs_Chicken_Breast",554,63.8,17.8,3.0,0,34.7,3.5,1498,"Meat,Wrap"
132,"Sweet_Pepper_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",490,52.3,21.0,4.3,0,23.0,4.2,1486,"Meat,Sandwich"
133,"Ham_Cheese_&_Pickle_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast,Herbs_Chicken_Breast",434,51.599999999999994,13.4,2.7,0,26.8,5.0,1545,"Meat,Sandwich"
134,"Sweet_Pepper_Garlic_Chicken_Breast,Super_Club_Sandwich,Herbs_Chicken_Breast",402,50.5,11.8,1.9,0,23.6,3.7,1392,"Meat,Sandwich"
135,"Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",460,52.8,15.5,1.9,0,27.3,2.6,1466,"Meat,Sandwich"
136,"Sweet_Pepper_Garlic_Chicken_Breast,Chef_Salad,Herbs_Chicken_Breast",374,49.9,13.700000000000001,1.1,0,12.600000000000001,2.6,1338,"Meat,Salad"
137,"Chicken_Caesar_Salad,Sweet_Pepper_Garlic_Chicken_Breast,Herbs_Chicken_Breast",363,52.3,12.9,1.1,0,9.5,3.2,1325,"Meat,Salad"
138,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",557,42.400000000000006,18.6,4.4,0,55.0,6.8999999999999995,1820,"Meat,Wrap"
139,"Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",764,51.2,30.299999999999997,4.4,0,71.7,9.1,1901,"Meat,Wrap"
140,"Caesar_Chicken_Cold_Wrap,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",634,50.900000000000006,22.0,5.4,0,58.1,7.1,1701,"Meat,Wrap"
141,"Peking_Duck_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",570,39.400000000000006,25.200000000000003,6.699999999999999,0,46.400000000000006,7.8,1689,"Meat,Sandwich,Wrap"
142,"Ham_Cheese_&_Pickle_Sandwich,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",514,38.7,17.6,5.1,0,50.2,8.6,1748,"Meat,Sandwich,Wrap"
143,"Peking_Duck_Cold_Wrap,Super_Club_Sandwich,Herbs_Chicken_Breast",482,37.6,16.0,4.3,0,47.0,7.3,1595,"Meat,Sandwich,Wrap"
144,"Peking_Duck_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",540,39.900000000000006,19.7,4.3,0,50.7,6.199999999999999,1669,"Meat,Sandwich,Wrap"
145,"Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast,Chef_Salad",454,37.0,17.9,3.5,0,36.0,6.199999999999999,1541,"Meat,Salad,Wrap"
146,"Chicken_Caesar_Salad,Peking_Duck_Cold_Wrap,Herbs_Chicken_Breast",443,39.400000000000006,17.1,3.5,0,32.900000000000006,6.8,1528,"Meat,Salad,Wrap"
147,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",807,54.900000000000006,35.1,4.0,0,67.9,5.8,1669,"Meat,Wrap"
148,"Caesar_Chicken_Cold_Wrap,Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Herbs_Chicken_Breast",677,54.6,26.8,5.0,0,54.3,3.8,1469,"Meat,Wrap"
149,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",613,43.1,30.0,6.3,0,42.6,4.5,1457,"Meat,Sandwich,Wrap"
150,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast",557,42.400000000000006,22.4,4.7,0,46.400000000000006,5.3,1516,"Meat,Sandwich,Wrap"
151,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Super_Club_Sandwich,Herbs_Chicken_Breast",525,41.300000000000004,20.8,3.9,0,43.2,4.0,1363,"Meat,Sandwich,Wrap"
152,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",583,43.6,24.5,3.9,0,46.900000000000006,2.9000000000000004,1437,"Meat,Sandwich,Wrap"
153,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Chef_Salad,Herbs_Chicken_Breast",497,40.7,22.700000000000003,3.1,0,32.2,2.9000000000000004,1309,"Meat,Salad,Wrap"
154,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Herbs_Chicken_Breast,Chicken_Caesar_Salad",486,43.1,21.9,3.1,0,29.1,3.5,1296,"Meat,Salad,Wrap"
155,"Caesar_Chicken_Cold_Wrap,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",884,63.400000000000006,38.5,5.0,0,71.0,6.0,1550,"Meat,Wrap"
156,"Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",820,51.900000000000006,41.7,6.3,0,59.3,6.7,1538,"Meat,Sandwich,Wrap"
157,"Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",764,51.2,34.099999999999994,4.7,0,63.1,7.5,1597,"Meat,Sandwich,Wrap"
158,"Super_Club_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",732,50.10000000000001,32.5,3.9,0,59.900000000000006,6.2,1444,"Meat,Sandwich,Wrap"
159,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",790,52.400000000000006,36.199999999999996,3.9,0,63.6,5.1,1518,"Meat,Sandwich,Wrap"
160,"Chef_Salad,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",704,49.50000000000001,34.4,3.1,0,48.9,5.1,1390,"Meat,Salad,Wrap"
161,"Chicken_Caesar_Salad,Herbs_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",693,51.900000000000006,33.599999999999994,3.1,0,45.800000000000004,5.7,1377,"Meat,Salad,Wrap"
162,"Caesar_Chicken_Cold_Wrap,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",690,51.6,33.400000000000006,7.3,0,45.7,4.7,1338,"Meat,Sandwich,Wrap"
163,"Caesar_Chicken_Cold_Wrap,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast",634,50.900000000000006,25.8,5.7,0,49.5,5.5,1397,"Meat,Sandwich,Wrap"
164,"Caesar_Chicken_Cold_Wrap,Super_Club_Sandwich,Herbs_Chicken_Breast",602,49.800000000000004,24.200000000000003,4.9,0,46.3,4.2,1244,"Meat,Sandwich,Wrap"
165,"Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",660,52.1,27.9,4.9,0,50.0,3.1,1318,"Meat,Sandwich,Wrap"
166,"Caesar_Chicken_Cold_Wrap,Chef_Salad,Herbs_Chicken_Breast",574,49.2,26.1,4.1,0,35.3,3.1,1190,"Meat,Salad,Wrap"
167,"Caesar_Chicken_Cold_Wrap,Chicken_Caesar_Salad,Herbs_Chicken_Breast",563,51.6,25.3,4.1,0,32.2,3.7,1177,"Meat,Salad,Wrap"
168,"Ham_Cheese_&_Pickle_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",570,39.400000000000006,29.0,7.0,0,37.8,6.2,1385,"Meat,Sandwich"
169,"Bacon_&_Egg_Mayo_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast",538,38.300000000000004,27.4,6.199999999999999,0,34.6,4.9,1232,"Meat,Sandwich"
170,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",596,40.6,31.1,6.199999999999999,0,38.3,3.8000000000000003,1306,"Meat,Sandwich"
171,"Chef_Salad,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",510,37.7,29.3,5.4,0,23.6,3.8000000000000003,1178,"Meat,Salad,Sandwich"
172,"Chicken_Caesar_Salad,Bacon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",499,40.1,28.5,5.4,0,20.5,4.4,1165,"Meat,Salad,Sandwich"
173,"Ham_Cheese_&_Pickle_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast",482,37.6,19.8,4.6,0,38.400000000000006,5.7,1291,"Meat,Sandwich"
174,"Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",540,39.900000000000006,23.5,4.6,0,42.1,4.6,1365,"Meat,Sandwich"
175,"Ham_Cheese_&_Pickle_Sandwich,Chef_Salad,Herbs_Chicken_Breast",454,37.0,21.700000000000003,3.8000000000000003,0,27.400000000000002,4.6,1237,"Meat,Salad,Sandwich"
176,"Chicken_Caesar_Salad,Ham_Cheese_&_Pickle_Sandwich,Herbs_Chicken_Breast",443,39.400000000000006,20.9,3.8000000000000003,0,24.3,5.2,1224,"Meat,Salad,Sandwich"
177,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Super_Club_Sandwich,Herbs_Chicken_Breast",508,38.8,21.9,3.8,0,38.900000000000006,3.3000000000000003,1212,"Meat,Sandwich"
178,"Chef_Salad,Super_Club_Sandwich,Herbs_Chicken_Breast",422,35.9,20.1,3.0,0,24.200000000000003,3.3000000000000003,1084,"Meat,Salad,Sandwich"
179,"Chicken_Caesar_Salad,Super_Club_Sandwich,Herbs_Chicken_Breast",411,38.3,19.3,3.0,0,21.1,3.9000000000000004,1071,"Meat,Salad,Sandwich"
180,"Chef_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",480,38.2,23.8,3.0,0,27.900000000000002,2.2,1158,"Meat,Salad,Sandwich"
181,"Chicken_Caesar_Salad,Smoked_Salmon_&_Egg_Mayo_Sandwich,Herbs_Chicken_Breast",469,40.6,23.0,3.0,0,24.8,2.8,1145,"Meat,Salad,Sandwich"
182,"Chicken_Caesar_Salad,Chef_Salad,Herbs_Chicken_Breast",383,37.7,21.200000000000003,2.2,0,10.1,2.8,1017,"Meat,Salad"
183,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast",338,62.0,5.2,0.5,0,10.9,2.5,1640,Meat
184,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Peking_Duck_Cold_Wrap",418,49.099999999999994,9.4,2.9,0,34.300000000000004,6.1,1843,"Meat,Wrap"
185,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast",461,52.8,14.2,2.5,0,30.5,2.8,1611,"Meat,Wrap"
186,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",668,61.599999999999994,25.9,2.5,0,47.2,5.0,1692,"Meat,Wrap"
187,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Caesar_Chicken_Cold_Wrap",538,61.3,17.6,3.5,0,33.6,3.0,1492,"Meat,Wrap"
188,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast",474,49.8,20.8,4.8,0,21.9,3.7,1480,"Meat,Sandwich"
189,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Ham_Cheese_&_Pickle_Sandwich",418,49.099999999999994,13.2,3.2,0,25.7,4.5,1539,"Meat,Sandwich"
190,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Super_Club_Sandwich",386,48.0,11.600000000000001,2.4,0,22.5,3.2,1386,"Meat,Sandwich"
191,"Basil_&_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Black_Pepper_Chicken_Breast",444,50.3,15.3,2.4,0,26.2,2.1,1460,"Meat,Sandwich"
192,"Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast,Chef_Salad",358,47.4,13.5,1.6,0,11.5,2.1,1332,"Meat,Salad"
193,"Chicken_Caesar_Salad,Basil_&_Garlic_Chicken_Breast,Black_Pepper_Chicken_Breast",347,49.8,12.7,1.6,0,8.4,2.7,1319,"Meat,Salad"
194,"Peking_Duck_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast",437,51.39999999999999,9.9,2.9,0,35.8,7.6,1768,"Meat,Wrap"
195,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast",480,55.099999999999994,14.7,2.5,0,32.0,4.3,1536,"Meat,Wrap"
196,"Basil_&_Garlic_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",687,63.89999999999999,26.4,2.5,0,48.7,6.5,1617,"Meat,Wrap"
197,"Caesar_Chicken_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast",557,63.599999999999994,18.1,3.5,0,35.099999999999994,4.5,1417,"Meat,Wrap"
198,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast",493,52.099999999999994,21.3,4.8,0,23.4,5.2,1405,"Meat,Sandwich"
199,"Ham_Cheese_&_Pickle_Sandwich,Basil_&_Garlic_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast",437,51.39999999999999,13.7,3.2,0,27.2,6.0,1464,"Meat,Sandwich"
200,"Basil_&_Garlic_Chicken_Breast,Super_Club_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast",405,50.3,12.100000000000001,2.4,0,24.0,4.7,1311,"Meat,Sandwich"
201,"Basil_&_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Sweet_Pepper_Garlic_Chicken_Breast",463,52.599999999999994,15.8,2.4,0,27.7,3.6,1385,"Meat,Sandwich"
202,"Basil_&_Garlic_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast,Chef_Salad",377,49.699999999999996,14.0,1.6,0,13.0,3.6,1257,"Meat,Salad"
203,"Chicken_Caesar_Salad,Basil_&_Garlic_Chicken_Breast,Sweet_Pepper_Garlic_Chicken_Breast",366,52.099999999999994,13.2,1.6,0,9.899999999999999,4.2,1244,"Meat,Salad"
204,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Peking_Duck_Cold_Wrap",560,42.2,18.9,4.9,0,55.400000000000006,7.8999999999999995,1739,"Meat,Wrap"
205,"Basil_&_Garlic_Chicken_Breast,Peking_Duck_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",767,51.0,30.6,4.9,0,72.1,10.1,1820,"Meat,Wrap"
206,"Caesar_Chicken_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Peking_Duck_Cold_Wrap",637,50.7,22.3,5.9,0,58.5,8.1,1620,"Meat,Wrap"
207,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap",573,39.2,25.5,7.199999999999999,0,46.8,8.8,1608,"Meat,Sandwich,Wrap"
208,"Ham_Cheese_&_Pickle_Sandwich,Basil_&_Garlic_Chicken_Breast,Peking_Duck_Cold_Wrap",517,38.5,17.9,5.6,0,50.6,9.6,1667,"Meat,Sandwich,Wrap"
209,"Basil_&_Garlic_Chicken_Breast,Super_Club_Sandwich,Peking_Duck_Cold_Wrap",485,37.4,16.3,4.8,0,47.400000000000006,8.3,1514,"Meat,Sandwich,Wrap"
210,"Basil_&_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Peking_Duck_Cold_Wrap",543,39.7,20.0,4.8,0,51.1,7.199999999999999,1588,"Meat,Sandwich,Wrap"
211,"Basil_&_Garlic_Chicken_Breast,Peking_Duck_Cold_Wrap,Chef_Salad",457,36.8,18.200000000000003,4.0,0,36.4,7.199999999999999,1460,"Meat,Salad,Wrap"
212,"Chicken_Caesar_Salad,Basil_&_Garlic_Chicken_Breast,Peking_Duck_Cold_Wrap",446,39.2,17.4,4.0,0,33.300000000000004,7.8,1447,"Meat,Salad,Wrap"
213,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",810,54.7,35.4,4.5,0,68.3,6.8,1588,"Meat,Wrap"
214,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Caesar_Chicken_Cold_Wrap",680,54.4,27.1,5.5,0,54.7,4.8,1388,"Meat,Wrap"
215,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich",616,42.9,30.3,6.8,0,43.0,5.5,1376,"Meat,Sandwich,Wrap"
216,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Ham_Cheese_&_Pickle_Sandwich",560,42.2,22.7,5.2,0,46.8,6.3,1435,"Meat,Sandwich,Wrap"
217,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Super_Club_Sandwich",528,41.1,21.1,4.4,0,43.6,5.0,1282,"Meat,Sandwich,Wrap"
218,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich",586,43.4,24.799999999999997,4.4,0,47.3,3.9,1356,"Meat,Sandwich,Wrap"
219,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Chef_Salad",500,40.5,23.0,3.6,0,32.6,3.9,1228,"Meat,Salad,Wrap"
220,"Sesame_Chicken_with_Baby_Spinach_Cold_Wrap,Basil_&_Garlic_Chicken_Breast,Chicken_Caesar_Salad",489,42.9,22.2,3.6,0,29.5,4.5,1215,"Meat,Salad,Wrap"
221,"Basil_&_Garlic_Chicken_Breast,Caesar_Chicken_Cold_Wrap,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",887,63.2,38.8,5.5,0,71.4,7.0,1469,"Meat,Wrap"
222,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",823,51.7,42.0,6.8,0,59.7,7.7,1457,"Meat,Sandwich,Wrap"
223,"Basil_&_Garlic_Chicken_Breast,Ham_Cheese_&_Pickle_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",767,51.0,34.4,5.2,0,63.5,8.5,1516,"Meat,Sandwich,Wrap"
224,"Basil_&_Garlic_Chicken_Breast,Super_Club_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",735,49.900000000000006,32.8,4.4,0,60.3,7.2,1363,"Meat,Sandwich,Wrap"
225,"Basil_&_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",793,52.2,36.5,4.4,0,64.0,6.1,1437,"Meat,Sandwich,Wrap"
226,"Basil_&_Garlic_Chicken_Breast,Chef_Salad,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",707,49.300000000000004,34.7,3.6,0,49.3,6.1,1309,"Meat,Salad,Wrap"
227,"Chicken_Caesar_Salad,Basil_&_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Salad_Cold_Wrap",696,51.7,33.9,3.6,0,46.2,6.7,1296,"Meat,Salad,Wrap"
228,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Caesar_Chicken_Cold_Wrap",693,51.4,33.7,7.8,0,46.099999999999994,5.7,1257,"Meat,Sandwich,Wrap"
229,"Ham_Cheese_&_Pickle_Sandwich,Basil_&_Garlic_Chicken_Breast,Caesar_Chicken_Cold_Wrap",637,50.7,26.1,6.2,0,49.9,6.5,1316,"Meat,Sandwich,Wrap"
230,"Basil_&_Garlic_Chicken_Breast,Super_Club_Sandwich,Caesar_Chicken_Cold_Wrap",605,49.6,24.5,5.4,0,46.7,5.2,1163,"Meat,Sandwich,Wrap"
231,"Basil_&_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Caesar_Chicken_Cold_Wrap",663,51.9,28.200000000000003,5.4,0,50.4,4.1,1237,"Meat,Sandwich,Wrap"
232,"Basil_&_Garlic_Chicken_Breast,Caesar_Chicken_Cold_Wrap,Chef_Salad",577,49.0,26.400000000000002,4.6,0,35.699999999999996,4.1,1109,"Meat,Salad,Wrap"
233,"Chicken_Caesar_Salad,Basil_&_Garlic_Chicken_Breast,Caesar_Chicken_Cold_Wrap",566,51.4,25.6,4.6,0,32.6,4.7,1096,"Meat,Salad,Wrap"
234,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Ham_Cheese_&_Pickle_Sandwich",573,39.2,29.3,7.5,0,38.2,7.2,1304,"Meat,Sandwich"
235,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Super_Club_Sandwich",541,38.1,27.700000000000003,6.699999999999999,0,35.0,5.9,1151,"Meat,Sandwich"
236,"Smoked_Salmon_&_Egg_Mayo_Sandwich,Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich",599,40.4,31.4,6.699999999999999,0,38.7,4.800000000000001,1225,"Meat,Sandwich"
237,"Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich,Chef_Salad",513,37.5,29.6,5.9,0,24.0,4.800000000000001,1097,"Meat,Salad,Sandwich"
238,"Chicken_Caesar_Salad,Basil_&_Garlic_Chicken_Breast,Bacon_&_Egg_Mayo_Sandwich",502,39.9,28.8,5.9,0,20.9,5.4,1084,"Meat,Salad,Sandwich"
239,"Basil_&_Garlic_Chicken_Breast,Super_Club_Sandwich,Ham_Cheese_&_Pickle_Sandwich",485,37.4,20.1,5.1,0,38.8,6.7,1210,"Meat,Sandwich"
240,"Basil_&_Garlic_Chicken_Breast,Smoked_Salmon_&_Egg_Mayo_Sandwich,Ham_Cheese_&_Pickle_Sandwich",543,39.7,23.799999999999997,5.1,0,42.5,5.6,1284,"Meat,Sandwich"
